"inicio";"fin";"humidity (valentina 002)";"std";"min";"max";"temperature (valentina 002)";"std";"min";"max"
"2013-04-12 18:00:00";"2013-04-12 21:00:00";86.22973;1.07424;82.2;86.8;12.83243;0.97483;11.2;14.9
"2013-04-12 21:00:00";"2013-04-13 00:00:00";85.62857;1.49814;81.9;86.4;10.37619;0.71274;9.3;12.3
"2013-04-13 00:00:00";"2013-04-13 03:00:00";85.75;1.02042;81.8;86.1;9.05625;0.47693;8.5;10.6
"2013-04-13 03:00:00";"2013-04-13 06:00:00";;;;;;;;
"2013-04-13 06:00:00";"2013-04-13 09:00:00";;;;;;;;
"2013-04-13 09:00:00";"2013-04-13 12:00:00";;;;;;;;
"2013-04-13 12:00:00";"2013-04-13 15:00:00";;;;;;;;
"2013-04-13 15:00:00";"2013-04-13 18:00:00";;;;;;;;
"2013-04-13 18:00:00";"2013-04-13 21:00:00";;;;;;;;
"2013-04-13 21:00:00";"2013-04-14 00:00:00";;;;;;;;
"2013-04-14 00:00:00";"2013-04-14 03:00:00";;;;;;;;
"2013-04-14 03:00:00";"2013-04-14 06:00:00";;;;;;;;
"2013-04-14 06:00:00";"2013-04-14 09:00:00";;;;;;;;
"2013-04-14 09:00:00";"2013-04-14 12:00:00";;;;;;;;
"2013-04-14 12:00:00";"2013-04-14 15:00:00";;;;;;;;
"2013-04-14 15:00:00";"2013-04-14 18:00:00";;;;;;;;
"2013-04-14 18:00:00";"2013-04-14 21:00:00";;;;;;;;
"2013-04-14 21:00:00";"2013-04-15 00:00:00";;;;;;;;
